GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
monocyte_CD16_pos	1	0	PBMC_13_CD16.Mono	100	250	37	0.027027027027027	0	0	ABC_distanceToTSS	monocyte_CD16_pos.PBMC_13_CD16.Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	3	0	PBMC_13_CD16.Mono	100	250	53	0.0566037735849057	0	0	ABC_distanceToTSS	macrophage.PBMC_13_CD16.Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
B	6	0	PBMC_17_B	100	250	43	0.13953488372093	0	0	ABC_distanceToTSS	B.PBMC_17_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	6	0	PBMC_20_CD4.N1	100	250	34	0.176470588235294	0	0	ABC_distanceToTSS	Tfh.PBMC_20_CD4.N1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	10	0	PBMC_20_CD4.N1	100	250	110	0.0909090909090909	0	0	ABC_distanceToTSS	Treg.PBMC_20_CD4.N1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T	1	0	PBMC_20_CD4.N1	100	250	27	0.037037037037037	0	0	ABC_distanceToTSS	T.PBMC_20_CD4.N1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD4_pos	33	0	PBMC_22_CD4.M	100	250	460	0.0717391304347826	0	0	ABC_distanceToTSS	T_CD4_pos.PBMC_22_CD4.M	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	4	0	PBMC_22_CD4.M	100	250	34	0.117647058823529	0	0	ABC_distanceToTSS	Tfh.PBMC_22_CD4.M	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	12	0	PBMC_22_CD4.M	100	250	110	0.109090909090909	0	0	ABC_distanceToTSS	Treg.PBMC_22_CD4.M	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T	3	0	PBMC_22_CD4.M	100	250	27	0.111111111111111	0	0	ABC_distanceToTSS	T.PBMC_22_CD4.M	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD8_pos	7	0	PBMC_24_CD8.CM	100	250	84	0.0833333333333333	0	0	ABC_distanceToTSS	T_CD8_pos.PBMC_24_CD8.CM	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T	3	0	PBMC_24_CD8.CM	100	250	27	0.111111111111111	0	0	ABC_distanceToTSS	T.PBMC_24_CD8.CM	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	4	0	PBMC_25_NK	100	250	59	0.0677966101694915	0	0	ABC_distanceToTSS	NK.PBMC_25_NK	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	8	0	K562	250	1000	134	0.0597014925373134	0	0	ABC_distanceToTSS	blood.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
spleen	3	0	K562	250	1000	35	0.0857142857142857	0	0	ABC_distanceToTSS	spleen.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
LCL	6	0	GM12878	250	1000	130	0.0461538461538462	0	0	ABC_distanceToTSS	LCL.GM12878	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	2	0	BMMC22_B1_B	250	1000	43	0.0465116279069768	0	0	ABC_distanceToTSS	B.BMMC22_B1_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD4_pos	21	0	BMMC22_CD4_pos_T_activated	250	1000	353	0.0594900849858357	0	0	ABC_distanceToTSS	T_CD4_pos.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	4	0	BMMC22_CD4_pos_T_activated	250	1000	77	0.051948051948052	0	0	ABC_distanceToTSS	Treg.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	4	0	BMMC22_CD4_pos_T_naive	250	1000	77	0.051948051948052	0	0	ABC_distanceToTSS	Treg.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD8_pos	1	0	BMMC22_CD8_pos_T	250	1000	52	0.0192307692307692	0	0	ABC_distanceToTSS	T_CD8_pos.BMMC22_CD8_pos_T	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD8_pos	2	0	BMMC22_CD8_pos_T_naive	250	1000	52	0.0384615384615385	0	0	ABC_distanceToTSS	T_CD8_pos.BMMC22_CD8_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	7	0	BMMC22_CD14_pos_Mono	250	1000	138	0.0507246376811594	0	0	ABC_distanceToTSS	monocyte.BMMC22_CD14_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	2	0	BMMC22_CD14_pos_Mono	250	1000	35	0.0571428571428571	0	0	ABC_distanceToTSS	macrophage.BMMC22_CD14_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	4	0	BMMC22_CD16_pos_Mono	250	1000	138	0.0289855072463768	0	0	ABC_distanceToTSS	monocyte.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte_CD16_pos	0	0	BMMC22_CD16_pos_Mono	250	1000	29	0	0	NA	ABC_distanceToTSS	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	3	0	BMMC22_CD16_pos_Mono	250	1000	35	0.0857142857142857	0	0	ABC_distanceToTSS	macrophage.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	8	0	BMMC22_Erythroblast	250	1000	134	0.0597014925373134	0	0	ABC_distanceToTSS	blood.BMMC22_Erythroblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	5	0	BMMC22_G_M_prog	250	1000	138	0.036231884057971	0	0	ABC_distanceToTSS	monocyte.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	4	0	BMMC22_G_M_prog	250	1000	51	0.0784313725490196	0	0	ABC_distanceToTSS	iPSC.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
neutrophil	2	0	BMMC22_G_M_prog	250	1000	57	0.0350877192982456	0	0	ABC_distanceToTSS	neutrophil.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	4	0	BMMC22_HSC	250	1000	51	0.0784313725490196	0	0	ABC_distanceToTSS	iPSC.BMMC22_HSC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	2	0	BMMC22_ILC	250	1000	44	0.0454545454545455	0	0	ABC_distanceToTSS	NK.BMMC22_ILC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	5	0	BMMC22_Lymph_prog	250	1000	51	0.0980392156862745	0	0	ABC_distanceToTSS	iPSC.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	1	0	BMMC22_Lymph_prog	250	1000	44	0.0227272727272727	0	0	ABC_distanceToTSS	NK.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	2	0	BMMC22_Lymph_prog	250	1000	43	0.0465116279069768	0	0	ABC_distanceToTSS	B.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	6	0	BMMC22_MK_E_prog	250	1000	51	0.117647058823529	0	0	ABC_distanceToTSS	iPSC.BMMC22_MK_E_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	3	0	BMMC22_Naive_CD20_pos_B	250	1000	43	0.0697674418604651	0	0	ABC_distanceToTSS	B.BMMC22_Naive_CD20_pos_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	1	0	BMMC22_NK	250	1000	44	0.0227272727272727	0	0	ABC_distanceToTSS	NK.BMMC22_NK	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	4	0	BMMC22_Normoblast	250	1000	134	0.0298507462686567	0	0	ABC_distanceToTSS	blood.BMMC22_Normoblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	1	0	BMMC22_Plasma_cell	250	1000	43	0.0232558139534884	0	0	ABC_distanceToTSS	B.BMMC22_Plasma_cell	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	6	0	BMMC22_Proerythroblast	250	1000	134	0.0447761194029851	0	0	ABC_distanceToTSS	blood.BMMC22_Proerythroblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	1	0	BMMC22_Transitional_B	250	1000	43	0.0232558139534884	0	0	ABC_distanceToTSS	B.BMMC22_Transitional_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	7	0	PBMC_11_CD14.Mono.1	250	1000	138	0.0507246376811594	0	0	ABC_distanceToTSS	monocyte.PBMC_11_CD14.Mono.1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	1	0	PBMC_11_CD14.Mono.1	250	1000	35	0.0285714285714286	0	0	ABC_distanceToTSS	macrophage.PBMC_11_CD14.Mono.1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	6	0	PBMC_12_CD14.Mono.2	250	1000	138	0.0434782608695652	0	0	ABC_distanceToTSS	monocyte.PBMC_12_CD14.Mono.2	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	2	0	PBMC_12_CD14.Mono.2	250	1000	35	0.0571428571428571	0	0	ABC_distanceToTSS	macrophage.PBMC_12_CD14.Mono.2	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	5	0	PBMC_13_CD16.Mono	250	1000	138	0.036231884057971	0	0	ABC_distanceToTSS	monocyte.PBMC_13_CD16.Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte_CD16_pos	1	0	PBMC_13_CD16.Mono	250	1000	29	0.0344827586206897	0	0	ABC_distanceToTSS	monocyte_CD16_pos.PBMC_13_CD16.Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	2	0	PBMC_13_CD16.Mono	250	1000	35	0.0571428571428571	0	0	ABC_distanceToTSS	macrophage.PBMC_13_CD16.Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	3	0	PBMC_17_B	250	1000	43	0.0697674418604651	0	0	ABC_distanceToTSS	B.PBMC_17_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	3	0	PBMC_20_CD4.N1	250	1000	77	0.038961038961039	0	0	ABC_distanceToTSS	Treg.PBMC_20_CD4.N1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD4_pos	23	0	PBMC_22_CD4.M	250	1000	353	0.0651558073654391	0	0	ABC_distanceToTSS	T_CD4_pos.PBMC_22_CD4.M	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	5	0	PBMC_22_CD4.M	250	1000	77	0.0649350649350649	0	0	ABC_distanceToTSS	Treg.PBMC_22_CD4.M	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD8_pos	2	0	PBMC_24_CD8.CM	250	1000	52	0.0384615384615385	0	0	ABC_distanceToTSS	T_CD8_pos.PBMC_24_CD8.CM	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	1	0	PBMC_25_NK	250	1000	44	0.0227272727272727	0	0	ABC_distanceToTSS	NK.PBMC_25_NK	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	531	448	K562	0	30000	2846	0.1865776528461	0.157413914265636	0.843691148775895	ABC_distanceToTSS	blood.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
spleen	109	86	K562	0	30000	618	0.176375404530744	0.13915857605178	0.788990825688074	ABC_distanceToTSS	spleen.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
LCL	473	409	GM12878	0	30000	2398	0.197247706422018	0.170558798999166	0.864693446088795	ABC_distanceToTSS	LCL.GM12878	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
B	95	81	BMMC22_B1_B	0	30000	498	0.190763052208835	0.162650602409639	0.852631578947369	ABC_distanceToTSS	B.BMMC22_B1_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
T_CD4_pos	616	501	BMMC22_CD4_pos_T_activated	0	30000	3772	0.163308589607635	0.132820784729586	0.813311688311688	ABC_distanceToTSS	T_CD4_pos.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
Tfh	90	81	BMMC22_CD4_pos_T_activated	0	30000	390	0.230769230769231	0.207692307692308	0.9	ABC_distanceToTSS	Tfh.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
Treg	183	149	BMMC22_CD4_pos_T_activated	0	30000	955	0.191623036649215	0.156020942408377	0.814207650273224	ABC_distanceToTSS	Treg.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
T	74	64	BMMC22_CD4_pos_T_activated	0	30000	298	0.248322147651007	0.214765100671141	0.864864864864865	ABC_distanceToTSS	T.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
Tfh	90	80	BMMC22_CD4_pos_T_naive	0	30000	390	0.230769230769231	0.205128205128205	0.888888888888889	ABC_distanceToTSS	Tfh.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
Treg	174	145	BMMC22_CD4_pos_T_naive	0	30000	955	0.182198952879581	0.151832460732984	0.833333333333333	ABC_distanceToTSS	Treg.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
T	70	64	BMMC22_CD4_pos_T_naive	0	30000	298	0.23489932885906	0.214765100671141	0.914285714285714	ABC_distanceToTSS	T.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
T_CD4_pos_naive	20	20	BMMC22_CD4_pos_T_naive	0	30000	105	0.19047619047619	0.19047619047619	1	ABC_distanceToTSS	T_CD4_pos_naive.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
T_CD8_pos	137	116	BMMC22_CD8_pos_T	0	30000	771	0.17769130998703	0.150453955901427	0.846715328467153	ABC_distanceToTSS	T_CD8_pos.BMMC22_CD8_pos_T	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
T	69	64	BMMC22_CD8_pos_T	0	30000	298	0.231543624161074	0.214765100671141	0.927536231884058	ABC_distanceToTSS	T.BMMC22_CD8_pos_T	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
T_CD8_pos	133	116	BMMC22_CD8_pos_T_naive	0	30000	771	0.172503242542153	0.150453955901427	0.87218045112782	ABC_distanceToTSS	T_CD8_pos.BMMC22_CD8_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
T	60	54	BMMC22_CD8_pos_T_naive	0	30000	298	0.201342281879195	0.181208053691275	0.9	ABC_distanceToTSS	T.BMMC22_CD8_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
monocyte	827	728	BMMC22_CD14_pos_Mono	0	30000	2808	0.29451566951567	0.259259259259259	0.880290205562273	ABC_distanceToTSS	monocyte.BMMC22_CD14_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
macrophage	167	142	BMMC22_CD14_pos_Mono	0	30000	573	0.291448516579407	0.2478184991274	0.850299401197605	ABC_distanceToTSS	macrophage.BMMC22_CD14_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
monocyte_CD14_pos	17	15	BMMC22_CD14_pos_Mono	0	30000	55	0.309090909090909	0.272727272727273	0.882352941176471	ABC_distanceToTSS	monocyte_CD14_pos.BMMC22_CD14_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
monocyte	711	640	BMMC22_CD16_pos_Mono	0	30000	2808	0.253205128205128	0.227920227920228	0.90014064697609	ABC_distanceToTSS	monocyte.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
monocyte_CD16_pos	111	101	BMMC22_CD16_pos_Mono	0	30000	446	0.248878923766816	0.226457399103139	0.90990990990991	ABC_distanceToTSS	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
macrophage	139	121	BMMC22_CD16_pos_Mono	0	30000	573	0.242582897033159	0.211169284467714	0.870503597122302	ABC_distanceToTSS	macrophage.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
dendritic	11	10	BMMC22_cDC2	0	30000	35	0.314285714285714	0.285714285714286	0.909090909090909	ABC_distanceToTSS	dendritic.BMMC22_cDC2	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
blood	492	424	BMMC22_Erythroblast	0	30000	2846	0.172874209416725	0.148981026001405	0.861788617886179	ABC_distanceToTSS	blood.BMMC22_Erythroblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
monocyte	711	625	BMMC22_G_M_prog	0	30000	2808	0.253205128205128	0.222578347578348	0.879043600562588	ABC_distanceToTSS	monocyte.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
iPSC	80	62	BMMC22_G_M_prog	0	30000	656	0.121951219512195	0.0945121951219512	0.775	ABC_distanceToTSS	iPSC.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
neutrophil	273	236	BMMC22_G_M_prog	0	30000	939	0.29073482428115	0.251331203407881	0.864468864468865	ABC_distanceToTSS	neutrophil.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
iPSC	82	68	BMMC22_HSC	0	30000	656	0.125	0.103658536585366	0.829268292682927	ABC_distanceToTSS	iPSC.BMMC22_HSC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
NK	149	139	BMMC22_ILC	0	30000	699	0.213161659513591	0.198855507868383	0.932885906040269	ABC_distanceToTSS	NK.BMMC22_ILC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
iPSC	76	63	BMMC22_Lymph_prog	0	30000	656	0.115853658536585	0.0960365853658537	0.828947368421053	ABC_distanceToTSS	iPSC.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
NK	126	116	BMMC22_Lymph_prog	0	30000	699	0.180257510729614	0.165951359084406	0.920634920634921	ABC_distanceToTSS	NK.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
T	69	57	BMMC22_Lymph_prog	0	30000	298	0.231543624161074	0.191275167785235	0.826086956521739	ABC_distanceToTSS	T.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
B	94	80	BMMC22_Lymph_prog	0	30000	498	0.188755020080321	0.160642570281125	0.851063829787234	ABC_distanceToTSS	B.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
iPSC	83	69	BMMC22_MK_E_prog	0	30000	656	0.126524390243902	0.105182926829268	0.831325301204819	ABC_distanceToTSS	iPSC.BMMC22_MK_E_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
B	100	81	BMMC22_Naive_CD20_pos_B	0	30000	498	0.200803212851406	0.162650602409639	0.81	ABC_distanceToTSS	B.BMMC22_Naive_CD20_pos_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
NK	172	161	BMMC22_NK	0	30000	699	0.246065808297568	0.23032904148784	0.936046511627907	ABC_distanceToTSS	NK.BMMC22_NK	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
blood	389	340	BMMC22_Normoblast	0	30000	2846	0.136683063949403	0.119465917076599	0.874035989717224	ABC_distanceToTSS	blood.BMMC22_Normoblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
dendritic	10	8	BMMC22_pDC	0	30000	35	0.285714285714286	0.228571428571429	0.8	ABC_distanceToTSS	dendritic.BMMC22_pDC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
B	87	72	BMMC22_Plasma_cell	0	30000	498	0.174698795180723	0.144578313253012	0.827586206896552	ABC_distanceToTSS	B.BMMC22_Plasma_cell	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
blood	522	446	BMMC22_Proerythroblast	0	30000	2846	0.183415319747013	0.15671117357695	0.854406130268199	ABC_distanceToTSS	blood.BMMC22_Proerythroblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
B	101	85	BMMC22_Transitional_B	0	30000	498	0.20281124497992	0.170682730923695	0.841584158415842	ABC_distanceToTSS	B.BMMC22_Transitional_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
dendritic	10	9	PBMC_10_cDC	0	30000	35	0.285714285714286	0.257142857142857	0.9	ABC_distanceToTSS	dendritic.PBMC_10_cDC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
monocyte	714	630	PBMC_11_CD14.Mono.1	0	30000	2808	0.254273504273504	0.224358974358974	0.882352941176471	ABC_distanceToTSS	monocyte.PBMC_11_CD14.Mono.1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-3772 variants	All variants	64-64 biosample pairs
